category,field,subfield,detail,year,question,answer,choice1,choice2,choice3,choice4,time_limit,commentary
基本情報技術者試験,テクノロジ系,技術要素,ネットワーク,2023,"IPv4 ネットワークにおいて、ネットワークの疎通確認に使われるものはどれか。","ping","BOOTP","DHCP","MIB","ping",60,"「BOOTP」: Bootstrap Protocolの略。ネットワークに接続されたクライアントが、IPアドレスやホスト名、サブネットマスク等を自動的に取得するためのプロトコルである。DHCPより前に開発されたが、DHCPの登場により使用される機会は少なくなってきている。
「DHCP」: Dynamic Host Configuration Protocolの略。TCP/IPネットワークで、ネットワークに接続するノードへのIPアドレスの割当てを自動的に行うプロトコルである。
「MIB」: Management Information Baseの略。ネットワーク機器が外部に自分の状態・情報を知らせるために公開している情報のことである。SNMPは、MIBを参照することでネットワークを監視・制御を行う。
「ping」: 正しい。pingは、ネットワークの疎通確認に使われるコマンドである。"
基本情報技術者試験,テクノロジ系,技術要素,セキュリティ,2023,"ドライブバイダウンロード攻撃に該当するものはどれか。","利用者が悪意のある Web サイトにアクセスしたときに Web ブラウザの脆弱性を悪用して利用者のPCをマルウェアに感染させる。","PC から物理的にハードディスクドライブを盗み出し、その中のデータを Web サイトで公開し、ダウンロードさせる。","電子メールの添付ファイルを開かせて、マルウェアに感染したPCのハードディスクドライブ内のファイルを暗号化し、元に戻すための鍵を攻撃者のサーバからダウンロードさせることと引換えに金銭を要求する。","利用者が悪意のある Web サイトにアクセスしたときに Web ブラウザの脆弱性を悪用して利用者のPCをマルウェアに感染させる。","利用者に気付かれないように無償配布のソフトウェアに不正プログラムを混在させておき 利用者の操作によってPCにダウンロードさせ、インストールさせることでハードディスクドライブから個人情報を収集して攻撃者のサーバに送信する。",60,"「PC から物理的にハードディスクドライブを盗み出し、その中のデータを Web サイトで公開し、ダウンロードさせる。」: 物理的手段による窃盗に該当する。
「電子メールの添付ファイルを開かせて、マルウェアに感染したPCのハードディスクドライブ内のファイルを暗号化し、元に戻すための鍵を攻撃者のサーバからダウンロードさせることと引換えに金銭を要求する。」: ランサムウェアに該当する。
「利用者が悪意のある Web サイトにアクセスしたときに Web ブラウザの脆弱性を悪用して利用者のPCをマルウェアに感染させる。」: 正しい。ドライブバイダウンロード攻撃に該当する。
「利用者に気付かれないように無償配布のソフトウェアに不正プログラムを混在させておき 利用者の操作によってPCにダウンロードさせ、インストールさせることでハードディスクドライブから個人情報を収集して攻撃者のサーバに送信する。」: トロイの木馬に該当する。秘密裏にインストールさせるという点では共通しているが、Webサイトではなく、配布されるソフトウェアを利用するという点でドライブバイダウンロードとは異なる。"
基本情報技術者試験,テクノロジ系,技術要素,セキュリティ,2023,"<p>図のような構成と通信サービスのシステムにおいて, Web アプリケーションの脆弱性対策のための WAF の設置場所として、最も適切な箇所はどこか。ここで、WAFには通信を暗号化したり、復号したりする機能はないものとする。</p><img src='/images/2023r05_fe_kamoku_a_10.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","c","a","b","c","d",60,"WAF(Web Application Firewall)は、通過するパケットのIPアドレスやポート番号だけでなくペイロード部(データ部分)をチェックすることで、Webアプリケーションに対するこれらの攻撃を検知し、遮断することが可能なファイアウォールである。
WAFは「パターンマッチング」や「HTTPヘッダーの検証」などによって不正な通信を検知するが、HTTPS通信が行われている経路上のパケットは暗号化されていてペイロード部分を見ることができないため、これらの検知手法が使えない。このため、HTTPSで通信が行われている「a」と「b」は設置場所として不適切である。
そして、WAFによる不正アクセスの検知・遮断は、Webアプリケーションによって処理が実行される前に行われる必要があるので「d」は不適切である。
したがって、適切な設置場所は「c」である。"
基本情報技術者試験,テクノロジ系,開発技術,システム開発技術,2023,"<p>次の流れ図において、①→②→③→⑤→②→③→④→②→⑥の順に実行させるために、①においてmとnに与えるべき初期値aとbの関係はどれか。ここで、a, bはともに正の整数とする。</p><img src='/images/2023r05_fe_kamoku_a_11.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","3a=2b","a=2b","2a=b","2a=3b","3a=2b",300,"指定の順序通りに進むと次のように処理されていく。
1. m←a, n←b
2. m<nで⑤の処理に進む
    n←n-m
3. m>nで④の処理に進む
    m←m-n
4. m=nとなり処理終了
⑤でnを1回更新、④でmを1回更新して、⑥の段階でm=nとなる。
まず直前の④の処理について考える。
「m←m-n」という処理をしているので、”更新前のm”の値は、”更新後のm”と”n”の和である。④の処理後はm=nになっているから、”更新前のm”の値は2nで表すことができる。
次に⑤の処理について考える。
「n←n-m」という処理をしているので、”更新前のn”の値は、”更新後のn”と”m”の和である。m=2nだから、”更新前のn”の値は3nで表すことができる。
これより前にはm及びnを更新する処理はないので、処理開始時にm:n=2:3であれば最終的にm=nとなることがわかる。mはa、nはbが代入される変数なので初期値aとbの関係はa:b=2:3、これを式に変換した「3a=2b」が正解である。"
基本情報技術者試験,テクノロジ系,開発技術,ソフトウェア開発管理技術,2023,"アジャイル開発手法のスクラムにおいて、開発チームの全員が1人ずつ“昨日やったこと”,“今日やること”, “障害になっていること”などを話し、全員でプロジェクトの状況を共有するイベントはどれか。","デイリースクラム","スプリントプランニング","スプリントレビュー","デイリースクラム","レトロスペクティブ",60,"スクラムは、アジャイル開発の方法論のひとつで、開発プロジェクトを数週間程度の短期間ごとに区切り、その期間内に分析、設計、実装、テストの一連の活動を行い、一部分の機能を完成させるという作業を繰り返しながら、段階的に動作可能なシステムを作り上げるフレームワークである。
スクラム開発では開発反復の単位を「スプリント」といい、スプリント実施の際に行う各イベントが定義されている。
スプリントプランニング:
スプリントの起点となるミーティング。プロダクトバックログの中から、そのスプリントで開発する機能を決定し、作業の計画を立てる
デイリースクラム:
開発チーム全員の活動の共有とコミュニケーションの促進を目的として、スプリント実施中に毎日10~15分程度行われる確認・調整のための会議。昨日やったこと、今日やること、障害になっていることを各人が話す
スプリントレビュー:
スプリントの終了時にスプリントの成果を検査し、今後の適応を決定する活動。主要なステークホルダに成果物をプレゼンテーションし、プロダクトゴールに対する進捗について話し合う
スプリントレトロスペクティブ:
スプリントの最後に実施したスプリント全体を振り返る活動。次のスプリントを見据えて、上手くいったこと、上手くいかなかったこと、それに対する改善法・解決法を話し合う
スクラム開発において、開発チーム全員が毎日顔を合わせて行う短時間の会議は「デイリースクラム(日次スクラム)」である。"
基本情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2023,"<p>図に示すとおりに作業を実施する予定であったが、作業Aで1日の遅れが生じた。各作業の費用増加率を表の値とするとき、当初の予定日数で終了するために掛かる増加費用を最も少なくするには、どの作業を短縮すべきか。ここで、費用増加率とは、作業を1日短縮するために要する増加費用のことである。</p><img src='/images/2023r05_fe_kamoku_a_13.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","E","B","C","D","E",300,"アローダイアグラムの問題なので、まずは当初計画のスケジュールにおけるクリティカルパスを求める。
A→B→E→G: 4+6+5+5 = 20日
A→C→G: 4+8+5 = 17日
A→D→F→G: 4+4+4+5 = 17日
以上より、クリティカルパスは「A→B→E→G」、プロジェクト全体の最短完了日数は20日であったことがわかる。
設問では作業Aが1日遅れたとある。作業Aはクリティカルパス上の作業であるから、このままだとプロジェクト全体でも1日遅れてしまうことになる。この遅れを取り戻すためには、同じくクリティカルパス上の作業を1日短縮する必要がある。
残るクリティカルパス上の作業はB、E、Gなので、この3つの作業の費用増加率を比べると、費用増加率はB=6、E=2.5、G=5と、作業Eが最も少ない。したがって、増加費用を最も少なくするためには作業Eを短縮することになる。"
基本情報技術者試験,マネジメント系,サービスマネジメント,システム監査,2023,"A社では、従業員が自宅のPCからインターネット経由で自社のネットワークに接続して仕事を行うテレワーキングの実施を計画している。A社が定めたテレワーキング運用規程について、情報セキュリティ管理基準(平成28年) に従って監査を実施した。判明した事項のうち、監査人が、指摘事項として監査報告書に記載すべきものはどれか。","テレワーキングで使用する PC へのマルウェア対策ソフト導入の要不要は、従業員それぞれが判断する。","テレワーキング運用規程に従うことを条件に、全ての従業員が利用できる。","テレワーキングで従業員が使用する PCは、A社から支給されたものに限定する。","テレワーキングで使用する PC へのマルウェア対策ソフト導入の要不要は、従業員それぞれが判断する。","テレワーキングで使用するPCを、従業員の家族に使用させない。",60,"「テレワーキング運用規程に従うことを条件に、全ての従業員が利用できる。」: テレワーキング活動を許可する組織は、テレワーキングを行う場合の条件および制限を定めた方針を発行しなければならない。よって、運用規定を定めて従業員に順守させることは問題ない。
「テレワーキングで従業員が使用する PCは、A社から支給されたものに限定する。」: テレワーキングにおいて個人が所有する機器の使用を許さない場合、テレワークのための適切な装置および保管器具の容易に関する事項を指針・取り決めに含めることとされている。よって、使用するPCを支給されたものに限定することは問題ない。
「テレワーキングで使用する PC へのマルウェア対策ソフト導入の要不要は、従業員それぞれが判断する。」: 正しい。テレワーキングを行う場合、マルウェアに対する保護及びファイアウォールの要件を条件・制限として定めることとされている。よって、セキュリティ対策は組織が基準を定め、従業員に対して順守させなければならないので、指摘事項に該当する。
「テレワーキングで使用するPCを、従業員の家族に使用させない。」: テレワーキングを行う場合、家族や訪問者による装置および情報へのアクセスに関する規則・手引を定めることとされている。よって、家族の使用を禁止する定めは問題ない。"
基本情報技術者試験,ストラテジ系,システム戦略,システム戦略,2023,"ハイブリッドクラウドの説明はどれか。","自社専用に使用するクラウドサービスと、汎用のクラウドサービスとの間でデータ及びアプリケーションソフトウェアの連携や相互運用が可能となる環境を提供すること","クラウドサービスが提供している機能の一部を、自社用にカスタマイズして利用すること","クラウドサービスのサービス内容を、消費者向けと法人向けの両方を対象とするように構成して提供すること","クラウドサービスのサービス内容を、有償サービスと無償サービスとに区分して提供すること","自社専用に使用するクラウドサービスと、汎用のクラウドサービスとの間でデータ及びアプリケーションソフトウェアの連携や相互運用が可能となる環境を提供すること",60,"ハイブリッドクラウドは、複数の異なるクラウド環境(パブリッククラウド・プライベートクラウド)やオンプレミス環境(自社運用システム)を組み合わせてひとつのシステムとして利用する形態である。
クラウドサービスはその利用形態により、不特定多数が共同で利用する「パブリッククラウド」と、ある利用者が専有して利用する「プライベートクラウド」に分けることができる。パブリッククラウドはコストが低く抑えられる反面、多くの利用者で共用するためカスタマイズ性やセキュリティ面で劣る。一方、プライベートクラウドはカスタマイズ性やセキュリティに優れる反面、導入や利用にかかるコストが高いことやリソースを柔軟に増減させることが難しいといったことがデメリットである。
ハイブリッドクラウドは、機密性の高い情報はプライベートクラウドやオンプレミスに、そうでない情報はパブリッククラウドに配置するなど、データやアプリケーションごとの要件に応じて適切なクラウドを使い分けることで、セキュリティ、コンプライアンス、パフォーマンス、コストの最適化を図ろうとするアプローチである。クラウド上で運用できないデータやアプリケーションがある場合には、部分的にクラウドを使うなどオンプレミスとクラウドの良さを掛け合わせた運用も可能である。ただ複数のシステムを相互運用する関係から、システムが複雑になって運用が難しくなるという課題もある。"
基本情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2023,"ダイバーシティマネジメントの説明はどれか。","性別や年齢、国籍などの面で従業員の多様性を尊重することによって、組織の活力を向上させることである。","従業員が仕事と生活の調和を図り、やりがいをもって業務に取り組み、組織の活力を向上させることである。","性別や年齢、国籍などの面で従業員の多様性を尊重することによって、組織の活力を向上させることである。","自ら設定した目標の達成を目指して従業員が主体的に業務に取り組み、その達成度に応じて評価が行われることである。","労使双方が労働条件についての合意を形成し、協調して収益の増大を目指すことである。",60,"「従業員が仕事と生活の調和を図り、やりがいをもって業務に取り組み、組織の活力を向上させることである。」: ワークライフバランスの説明である。
「性別や年齢、国籍などの面で従業員の多様性を尊重することによって、組織の活力を向上させることである。」: 正しい。ダイバーシティマネジメントの説明である。
「自ら設定した目標の達成を目指して従業員が主体的に業務に取り組み、その達成度に応じて評価が行われることである。」: MBO(Management by Objectives: 目標による管理)の説明である。
「労使双方が労働条件についての合意を形成し、協調して収益の増大を目指すことである。」: 労使協調の説明である。"
基本情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2023,"ERP を説明したものはどれか。","企業全体の経営資源を有効かつ総合的に計画して管理し、経営の効率向上を図るための手法・概念である。","営業活動にITを活用して営業の効率と品質を高め、売上・利益の大幅な増加や、顧客満足度の向上を目指す手法・概念である。","卸売業・メーカが小売店の経営活動を支援することによって、自社との取引量の拡大につなげる手法・概念である。","企業全体の経営資源を有効かつ総合的に計画して管理し、経営の効率向上を図るための手法・概念である。","消費者向けや企業間の商取引を、インターネットなどの電子的なネットワークを活用して行う手法・概念である。",60,"「営業活動にITを活用して営業の効率と品質を高め、売上・利益の大幅な増加や、顧客満足度の向上を目指す手法・概念である。」: SFA(Sales Force Automation)の説明である。
「卸売業・メーカが小売店の経営活動を支援することによって、自社との取引量の拡大につなげる手法・概念である。」: リテールサポートの説明である。
「企業全体の経営資源を有効かつ総合的に計画して管理し、経営の効率向上を図るための手法・概念である。」: 正しい。ERPの説明である。
「消費者向けや企業間の商取引を、インターネットなどの電子的なネットワークを活用して行う手法・概念である。」: 電子商取引(EC: Electronic commerce)の説明である。"
基本情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2023,"イノベータ理論では、消費者を新製品の購入時期によって、イノベータ、アーリーアダプタ、アーリーマジョリティ、レイトマジョリティ、ラガードの五つに分類する。アーリーアダプタの説明として、適切なものはどれか。","新商品、サービスなどを早期に受け入れ、消費者に大きな影響を与える層であり、流行に敏感で、自ら情報収集を行い判断する層","新しい製品及び新技術の採用には懐疑的で、周囲の大多数が採用している場面を見てから採用する層","新商品、サービスなどを、リスクを恐れず最も早い段階で受容する層","新商品、サービスなどを早期に受け入れ、消費者に大きな影響を与える層であり、流行に敏感で、自ら情報収集を行い判断する層","世の中の動きに関心が薄く、流行が一般化してからそれを採用することが多い層であり、場合によっては不採用を貫く、最も保守的な層",60,"革新的な商品・サービスなどのイノベーションの普及に関する理論に「イノベータ理論」というものがある。この理論では、商品購入の態度を新商品購入の早い順に5つの層に分類している。
イノベータ(Innovators: 革新者):
冒険心にあふれ、新しいものを進んで採用する人。
アーリーアダプタ(Early Adopters: 初期採用者):
流行に敏感で、情報収集を自ら行い、判断する人。他の消費層への影響力が大きく、オピニオンリーダーとも呼ばれる。
アーリーマジョリティ(Early Majority: 前期追随者):
比較的慎重派な人。平均より早くに新しいものを取り入れる。ブリッジピープルとも呼ばれる。
レイトマジョリティ(Late Majority: 後期追随者):
比較的懐疑的な人。周囲の大多数が試している場面を見てから同じ選択をする。フォロワーズとも呼ばれる。
ラガード(Laggards: 遅滞者):
最も保守的な人。流行や世の中の動きに関心が薄い。イノベーションが伝統になるまで採用しない。伝統主義者とも呼ばれる。
「新しい製品及び新技術の採用には懐疑的で、周囲の大多数が採用している場面を見てから採用する層」: レイトマジョリティの説明である。
「新商品、サービスなどを、リスクを恐れず最も早い段階で受容する層」: イノベータの説明である。
「新商品、サービスなどを早期に受け入れ、消費者に大きな影響を与える層であり、流行に敏感で、自ら情報収集を行い判断する層」: 正しい。アーリーアダプタの説明である。
「世の中の動きに関心が薄く、流行が一般化してからそれを採用することが多い層であり、場合によっては不採用を貫く、最も保守的な層」: ラガードの説明である。"
基本情報技術者試験,ストラテジ系,企業と法務,企業活動,2023,"CIOの説明はどれか。","情報管理,情報システムに関する戦略立案及び執行を統括する最高責任者","経営戦略の立案及び業務執行を統括する最高責任者","資金調達,財務報告などの財務面での戦略策定及び執行を統括する最高責任者","自社の技術戦略や研究開発計画の立案及び執行を統括する最高責任者","情報管理,情報システムに関する戦略立案及び執行を統括する最高責任者",60,"「経営戦略の立案及び業務執行を統括する最高責任者」: CEO(Chief Executive Officer: 最高経営責任者)の説明である。
「資金調達、財務報告などの財務面での戦略策定及び執行を統括する最高責任者」: CFO(Chief Financial Officer: 最高財務責任者)の説明である。
「自社の技術戦略や研究開発計画の立案及び執行を統括する最高責任者」: CTO(Chief Technology Officer: 最高技術責任者)の説明である。
「情報管理、情報システムに関する戦略立案及び執行を統括する最高責任者」: 正しい。CIO(Chief Information Officer: 最高情報責任者)の説明である。"
基本情報技術者試験,ストラテジ系,企業と法務,法務,2023,"ボリュームライセンス契約の説明はどれか。","企業などソフトウェアの大量購入者向けに、インストールできる台数をあらかじめ取り決め、ソフトウェアの使用を認める契約","企業などソフトウェアの大量購入者向けに、インストールできる台数をあらかじめ取り決め、ソフトウェアの使用を認める契約","使用場所を限定した契約であり、特定の施設の中であれば台数や人数に制限なく使用が許される契約","ソフトウェアをインターネットからダウンロードしたとき画面に表示される契約内容に同意するを選択することによって、使用が許される契約","標準の使用許諾条件を定め、その範囲で一定量のパッケージの包装を解いたときに、権利者と購入者との間に使用許諾契約が自動的に成立したとみなす契約",60,"「企業などソフトウェアの大量購入者向けに、インストールできる台数をあらかじめ取り決め、ソフトウェアの使用を認める契約」: 正しい。ボリュームライセンス契約の説明である。
「使用場所を限定した契約であり、特定の施設の中であれば台数や人数に制限なく使用が許される契約」: サイトライセンス契約の説明である。
「ソフトウェアをインターネットからダウンロードしたとき画面に表示される契約内容に同意するを選択することによって、使用が許される契約」: クリックラップ契約・オンクリック契約の説明である。
「標準の使用許諾条件を定め、その範囲で一定量のパッケージの包装を解いたときに、権利者と購入者との間に使用許諾契約が自動的に成立したとみなす契約」: シュリンクラップ契約の説明である。"
